,id,age,gender,location,status,income,purpose,infrastructure_adequacy,trip_frequency,mode_transportation,reason,travel_distance,g_per_km,trip_cost,adoption
751,752,26-50,Female,Off campus,Staff,41k–60k,work,yes,Daily,Taxi,trip origin,21-40,116.0,1920,no
752,753,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,car ownership,80+,173.0,1100,no
753,754,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,travel time,<=20,173.0,110,no
754,755,26-50,Male,Off campus,Staff,61k–80k,work,yes,6,Public Transport,travel time,80+,18.6,200,yes
755,756,26-50,Female,Off campus,Staff,81k-100k,work,yes,5,Private,comfort,80+,173.0,1100,no
756,757,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Taxi,trip origin,21-40,116.0,1920,no
757,758,51+,Male,Off campus,Staff,81k-100k,work,no,Daily,Private,safety,21-40,173.0,330,no
758,759,26-50,Female,Off campus,Staff,41k–60k,work,yes,Daily,Private,travel time,<=20,116.0,110,no
759,760,51+,Female,On campus,Staff,41k–60k,work,yes,2,Public Transport,travel time,<=20,18.6,20,yes
760,761,26-50,Male,On campus,Staff,41k–60k,work,yes,Daily,Private,car ownership,<=20,173.0,110,yes
761,762,26-50,Male,On campus,Staff,61k–80k,both,no,3,Private,comfort,21-40,173.0,330,no
762,763,51+,Male,Off campus,Staff,61k–80k,work,yes,2,Taxi,car ownership,<=20,116.0,270,yes
763,764,<=20,Female,Off campus,Students,21k–40k,study,yes,5,Public Transport,safety,41-60,18.6,100,no
764,765,51+,Male,On campus,Staff,81k-100k,both,no,Daily,Walking,trip distance,<=20,0.0,0,no
765,766,26-50,Male,Off campus,Staff,61k–80k,work,yes,4,Public Transport,trip cost,<=20,18.6,20,no
766,767,26-50,Female,Off campus,Staff,61k–80k,work,yes,4,Public Transport,safety,21-40,18.6,60,no
767,768,<=20,Female,Off campus,Students,41k–60k,both,yes,Daily,Public Transport,safety,80+,18.6,200,no
768,769,26-50,Male,Off campus,Staff,41k–60k,work,no,1,Public Transport,travel time,41-60,18.6,100,no
769,770,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,21-40,18.6,60,yes
770,771,<=20,Male,On campus,Students,21k–40k,both,no,Daily,Motorcycle,trip distance,21-40,50.0,90,no
771,772,26-50,Female,Off campus,Staff,61k–80k,both,no,Daily,Public Transport,trip cost,41-60,18.6,100,no
772,773,<=20,Male,Off campus,Students,≤20k,study,yes,2,Public Transport,travel time,80+,18.6,200,no
773,774,26-50,Male,Off campus,Staff,61k–80k,work,no,1,Private,comfort,<=20,116.0,110,no
774,775,26-50,Female,Off campus,Staff,61k–80k,work,yes,5,Private,travel time,80+,173.0,1100,no
775,776,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,safety,21-40,18.6,60,yes
776,777,<=20,Male,On campus,Students,≤20k,study,yes,6,Public Transport,trip cost,80+,18.6,200,no
777,778,51+,Female,On campus,Staff,>100k,work,no,Daily,Public Transport,travel time,21-40,18.6,60,no
778,779,26-50,Female,Off campus,Students,21k–40k,study,yes,4,Public Transport,safety,80+,18.6,200,no
779,780,<=20,Male,Off campus,Students,≤20k,both,yes,Daily,Public Transport,safety,80+,18.6,200,yes
780,781,26-50,Male,On campus,Students,21k–40k,both,yes,Daily,Public Transport,safety,<=20,18.6,20,no
781,782,<=20,Male,Off campus,Students,21k–40k,both,yes,5,Taxi,comfort,80+,116.0,5770,no
782,783,51+,Male,Off campus,Staff,41k–60k,both,yes,Daily,Private,comfort,<=20,116.0,110,yes
783,784,<=20,Male,Off campus,Students,≤20k,study,yes,3,Public Transport,safety,<=20,18.6,20,no
784,785,51+,Male,Off campus,Staff,61k–80k,work,yes,3,Public Transport,travel time,21-40,18.6,60,no
785,786,26-50,Female,Off campus,Staff,81k-100k,work,yes,1,Public Transport,trip cost,80+,18.6,200,no
786,787,26-50,Male,Off campus,Staff,41k–60k,work,yes,2,Private,trip origin,21-40,116.0,330,no
787,788,26-50,Male,On campus,Staff,>100k,work,yes,4,Walking,trip cost,21-40,0.0,0,no
788,789,51+,Male,Off campus,Staff,61k–80k,work,no,Daily,Motorcycle,trip distance,21-40,50.0,90,no
789,790,26-50,Female,Off campus,Staff,61k–80k,both,no,3,Private,safety,80+,173.0,1100,no
790,791,26-50,Male,Off campus,Students,≤20k,study,yes,5,Public Transport,trip cost,61-80,18.6,140,yes
791,792,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Public Transport,safety,<=20,18.6,20,no
792,793,26-50,Male,Off campus,Students,21k–40k,study,no,Daily,Public Transport,travel time,21-40,18.6,60,no
793,794,<=20,Male,Off campus,Students,41k–60k,study,no,3,Motorcycle,trip distance,<=20,50.0,30,no
794,795,<=20,Male,Off campus,Students,≤20k,study,yes,1,Taxi,travel time,41-60,116.0,3020,no
795,796,26-50,Female,Off campus,Staff,>100k,work,yes,1,Taxi,travel time,<=20,116.0,270,no
796,797,<=20,Female,On campus,Students,21k–40k,study,yes,Daily,Motorcycle,travel time,<=20,50.0,30,no
797,798,26-50,Male,Off campus,Staff,61k–80k,work,yes,2,Public Transport,trip cost,80+,18.6,200,yes
798,799,26-50,Male,Off campus,Students,21k–40k,study,yes,Daily,Public Transport,travel time,21-40,18.6,60,no
799,800,26-50,Female,On campus,Staff,61k–80k,work,no,1,Walking,trip distance,21-40,0.0,0,no
800,801,<=20,Male,Off campus,Students,≤20k,both,yes,4,Public Transport,travel time,21-40,18.6,60,yes
801,802,26-50,Male,Off campus,Students,≤20k,both,yes,Daily,Public Transport,safety,<=20,18.6,20,yes
802,803,26-50,Male,Off campus,Staff,61k–80k,both,no,2,Taxi,comfort,21-40,116.0,1920,yes
803,804,26-50,Male,Off campus,Students,≤20k,study,no,6,Public Transport,trip cost,21-40,18.6,60,no
804,805,51+,Male,Off campus,Staff,81k-100k,work,no,3,Private,trip origin,80+,173.0,1100,no
805,806,26-50,Female,Off campus,Staff,81k-100k,work,no,5,Public Transport,trip cost,21-40,18.6,60,no
806,807,<=20,Female,Off campus,Students,≤20k,study,yes,1,Motorcycle,travel time,<=20,50.0,30,no
807,808,26-50,Female,On campus,Staff,41k–60k,work,no,4,Taxi,trip origin,61-80,116.0,4120,yes
808,809,26-50,Male,Off campus,Students,≤20k,study,no,Daily,Taxi,car ownership,61-80,116.0,4120,no
809,810,26-50,Male,Off campus,Staff,61k–80k,both,yes,Daily,Public Transport,safety,61-80,18.6,140,no
810,811,<=20,Female,Off campus,Students,≤20k,study,yes,Daily,Public Transport,travel time,80+,18.6,200,no
811,812,51+,Female,Off campus,Staff,61k–80k,work,yes,1,Public Transport,travel time,61-80,18.6,140,no
812,813,<=20,Male,Off campus,Students,≤20k,study,no,5,Taxi,comfort,21-40,116.0,1920,no
813,814,51+,Female,On campus,Staff,41k–60k,work,yes,Daily,Private,car ownership,61-80,173.0,770,no
814,815,51+,Female,Off campus,Staff,41k–60k,work,yes,3,Private,comfort,21-40,116.0,330,yes
815,816,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Private,trip origin,<=20,173.0,110,no
816,817,51+,Male,Off campus,Staff,81k-100k,work,yes,3,Private,car ownership,21-40,116.0,330,no
817,818,51+,Male,On campus,Staff,>100k,work,yes,1,Private,car ownership,<=20,116.0,110,no
818,819,26-50,Male,On campus,Staff,61k–80k,work,yes,3,Private,car ownership,<=20,116.0,110,no
819,820,<=20,Male,Off campus,Students,≤20k,study,no,Daily,Taxi,comfort,<=20,116.0,270,yes
820,821,<=20,Female,Off campus,Students,≤20k,study,yes,Daily,Motorcycle,travel time,<=20,50.0,30,no
821,822,<=20,Male,Off campus,Students,≤20k,study,yes,6,Private,comfort,80+,116.0,1100,yes
822,823,51+,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,safety,80+,116.0,1100,no
823,824,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,travel time,21-40,18.6,60,no
824,825,26-50,Male,Off campus,Staff,>100k,work,yes,5,Public Transport,travel time,61-80,18.6,140,no
825,826,<=20,Female,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
826,827,26-50,Male,Off campus,Staff,81k-100k,work,yes,3,Public Transport,safety,80+,18.6,200,yes
827,828,26-50,Male,On campus,Students,≤20k,study,yes,Daily,Walking,trip distance,<=20,0.0,0,no
828,829,51+,Female,Off campus,Staff,61k–80k,work,yes,1,Public Transport,travel time,<=20,18.6,20,yes
829,830,26-50,Male,On campus,Staff,41k–60k,work,yes,Daily,Public Transport,safety,<=20,18.6,20,no
830,831,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,safety,21-40,18.6,60,no
831,832,26-50,Male,Off campus,Staff,41k–60k,work,yes,1,Private,trip origin,<=20,173.0,110,no
832,833,26-50,Male,On campus,Staff,61k–80k,work,yes,3,Private,safety,21-40,173.0,330,yes
833,834,<=20,Male,Off campus,Students,≤20k,study,no,2,Public Transport,travel time,<=20,18.6,20,no
834,835,26-50,Male,Off campus,Staff,41k–60k,work,no,5,Private,comfort,<=20,173.0,110,no
835,836,26-50,Male,Off campus,Students,21k–40k,study,yes,Daily,Motorcycle,trip cost,<=20,50.0,30,no
836,837,26-50,Female,Off campus,Staff,>100k,work,yes,2,Private,car ownership,80+,173.0,1100,no
837,838,51+,Male,On campus,Staff,61k–80k,work,yes,3,Private,car ownership,<=20,116.0,110,no
838,839,<=20,Male,Off campus,Students,≤20k,study,yes,5,Motorcycle,travel time,<=20,50.0,30,no
839,840,<=20,Male,Off campus,Students,≤20k,study,no,Daily,Taxi,trip origin,41-60,116.0,3020,no
840,841,51+,Male,Off campus,Staff,81k-100k,work,no,3,Public Transport,trip cost,80+,18.6,200,no
841,842,26-50,Male,Off campus,Staff,61k–80k,work,no,5,Public Transport,safety,21-40,18.6,60,no
842,843,51+,Male,Off campus,Staff,61k–80k,work,no,Daily,Public Transport,trip cost,80+,18.6,200,no
843,844,<=20,Female,Off campus,Students,≤20k,study,no,5,Public Transport,safety,21-40,18.6,60,no
844,845,<=20,Male,Off campus,Students,≤20k,both,yes,Daily,Public Transport,safety,<=20,18.6,20,yes
845,846,51+,Male,Off campus,Staff,41k–60k,work,yes,4,Public Transport,safety,21-40,18.6,60,yes
846,847,26-50,Male,Off campus,Staff,>100k,work,no,5,Public Transport,safety,21-40,18.6,60,yes
847,848,26-50,Female,Off campus,Students,21k–40k,both,yes,3,Public Transport,trip cost,21-40,18.6,60,yes
848,849,51+,Male,Off campus,Staff,41k–60k,work,yes,1,Public Transport,travel time,41-60,18.6,100,no
849,850,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
850,851,26-50,Male,Off campus,Staff,41k–60k,work,no,5,Public Transport,trip cost,41-60,18.6,100,yes
851,852,26-50,Female,Off campus,Staff,61k–80k,work,yes,1,Private,trip origin,21-40,173.0,330,no
852,853,26-50,Male,On campus,Staff,81k-100k,work,yes,Daily,Private,comfort,21-40,173.0,330,no
853,854,51+,Female,Off campus,Staff,61k–80k,work,no,3,Private,safety,21-40,116.0,330,no
854,855,26-50,Male,On campus,Staff,41k–60k,work,no,2,Private,safety,41-60,173.0,550,no
855,856,<=20,Male,Off campus,Students,≤20k,both,no,Daily,Public Transport,trip cost,<=20,18.6,20,no
856,857,<=20,Male,Off campus,Students,21k–40k,study,yes,Daily,Taxi,trip origin,61-80,116.0,4120,yes
857,858,26-50,Male,On campus,Staff,61k–80k,work,yes,Daily,Walking,trip distance,21-40,0.0,0,no
858,859,51+,Male,On campus,Staff,61k–80k,work,no,3,Private,safety,<=20,116.0,110,yes
859,860,26-50,Male,On campus,Staff,41k–60k,work,yes,3,Private,trip origin,80+,116.0,1100,yes
860,861,51+,Female,Off campus,Staff,41k–60k,work,yes,2,Private,car ownership,41-60,173.0,550,no
861,862,26-50,Male,Off campus,Staff,>100k,work,yes,5,Private,car ownership,21-40,173.0,330,no
862,863,<=20,Male,Off campus,Students,≤20k,study,yes,5,Taxi,car ownership,<=20,116.0,270,no
863,864,26-50,Male,Off campus,Staff,61k–80k,work,yes,3,Taxi,safety,21-40,116.0,1920,no
864,865,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,<=20,18.6,20,no
865,866,51+,Male,Off campus,Staff,81k-100k,work,yes,3,Private,comfort,21-40,173.0,330,no
866,867,26-50,Male,Off campus,Staff,41k–60k,work,no,1,Private,safety,21-40,116.0,330,yes
867,868,26-50,Male,Off campus,Students,≤20k,study,yes,3,Public Transport,safety,41-60,18.6,100,no
868,869,26-50,Female,Off campus,Staff,61k–80k,work,yes,3,Private,safety,<=20,173.0,110,no
869,870,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,trip origin,61-80,173.0,770,yes
870,871,26-50,Male,Off campus,Staff,81k-100k,work,yes,5,Private,trip origin,21-40,173.0,330,no
871,872,<=20,Male,Off campus,Students,21k–40k,study,no,Daily,Public Transport,travel time,21-40,18.6,60,no
872,873,<=20,Male,Off campus,Students,≤20k,study,yes,3,Public Transport,trip cost,61-80,18.6,140,yes
873,874,<=20,Male,Off campus,Students,≤20k,both,no,Daily,Taxi,trip origin,41-60,116.0,3020,no
874,875,26-50,Male,Off campus,Students,41k–60k,both,yes,5,Public Transport,trip cost,21-40,18.6,60,no
875,876,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,21-40,18.6,60,yes
876,877,26-50,Female,Off campus,Staff,61k–80k,work,yes,Daily,Private,safety,21-40,116.0,330,yes
877,878,26-50,Male,Off campus,Staff,61k–80k,both,yes,Daily,Motorcycle,trip distance,21-40,50.0,90,no
878,879,26-50,Male,Off campus,Staff,61k–80k,work,yes,1,Taxi,safety,21-40,116.0,1920,no
879,880,51+,Male,On campus,Staff,41k–60k,work,yes,Daily,Taxi,car ownership,41-60,116.0,3020,no
880,881,<=20,Male,Off campus,Students,21k–40k,both,yes,3,Taxi,car ownership,21-40,116.0,1920,no
881,882,26-50,Male,Off campus,Staff,81k-100k,work,no,1,Private,trip origin,<=20,116.0,110,no
882,883,26-50,Male,Off campus,Staff,61k–80k,work,no,Daily,Public Transport,safety,21-40,18.6,60,yes
883,884,<=20,Male,On campus,Students,≤20k,study,yes,Daily,Public Transport,travel time,<=20,18.6,20,yes
884,885,<=20,Female,On campus,Students,≤20k,study,yes,5,Walking,trip cost,<=20,0.0,0,no
885,886,26-50,Male,Off campus,Staff,41k–60k,both,yes,3,Public Transport,trip cost,21-40,18.6,60,no
886,887,26-50,Male,Off campus,Staff,41k–60k,work,no,4,Private,safety,21-40,173.0,330,no
887,888,26-50,Male,Off campus,Staff,41k–60k,work,yes,3,Public Transport,trip cost,41-60,18.6,100,no
888,889,26-50,Male,Off campus,Students,41k–60k,both,yes,Daily,Motorcycle,travel time,<=20,50.0,30,no
889,890,26-50,Male,Off campus,Staff,81k-100k,both,yes,Daily,Taxi,car ownership,80+,116.0,5770,no
890,891,51+,Female,Off campus,Staff,61k–80k,work,yes,Daily,Taxi,travel time,21-40,116.0,1920,yes
891,892,<=20,Female,Off campus,Students,≤20k,study,yes,5,Public Transport,travel time,21-40,18.6,60,no
892,893,51+,Female,Off campus,Staff,41k–60k,work,yes,6,Private,comfort,41-60,116.0,550,yes
893,894,<=20,Male,Off campus,Students,41k–60k,both,no,2,Public Transport,safety,61-80,18.6,140,no
894,895,26-50,Male,On campus,Staff,61k–80k,work,no,Daily,Private,car ownership,21-40,116.0,330,yes
895,896,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,41-60,18.6,100,no
896,897,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,safety,80+,18.6,200,no
897,898,<=20,Female,Off campus,Students,21k–40k,study,yes,3,Public Transport,trip cost,61-80,18.6,140,no
898,899,<=20,Male,Off campus,Students,21k–40k,study,no,Daily,Taxi,comfort,<=20,116.0,270,no
899,900,26-50,Male,On campus,Staff,41k–60k,work,no,5,Public Transport,travel time,61-80,18.6,140,no
900,901,<=20,Male,On campus,Students,21k–40k,study,yes,1,Public Transport,safety,61-80,18.6,140,yes
901,902,26-50,Male,Off campus,Staff,41k–60k,work,yes,5,Private,comfort,41-60,116.0,550,no
902,903,26-50,Male,On campus,Students,≤20k,study,yes,4,Walking,trip distance,21-40,0.0,0,no
903,904,26-50,Male,Off campus,Staff,81k-100k,work,yes,4,Private,travel time,80+,173.0,1100,no
904,905,26-50,Male,Off campus,Staff,81k-100k,work,yes,3,Private,safety,21-40,173.0,330,no
905,906,<=20,Female,On campus,Students,≤20k,both,no,3,Public Transport,safety,<=20,18.6,20,no
906,907,26-50,Female,Off campus,Staff,61k–80k,work,yes,3,Public Transport,safety,21-40,18.6,60,no
907,908,<=20,Male,Off campus,Students,21k–40k,study,yes,3,Public Transport,travel time,<=20,18.6,20,no
908,909,51+,Male,Off campus,Staff,81k-100k,work,no,2,Taxi,car ownership,21-40,116.0,1920,no
909,910,26-50,Male,Off campus,Staff,81k-100k,work,yes,6,Private,comfort,21-40,116.0,330,no
910,911,26-50,Male,Off campus,Staff,61k–80k,work,no,4,Private,travel time,21-40,116.0,330,no
911,912,26-50,Male,On campus,Staff,>100k,work,yes,4,Public Transport,safety,41-60,18.6,100,no
912,913,26-50,Male,Off campus,Staff,>100k,work,no,5,Walking,trip cost,21-40,0.0,0,no
913,914,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,21-40,18.6,60,no
914,915,26-50,Male,Off campus,Students,21k–40k,study,yes,Daily,Public Transport,travel time,80+,18.6,200,no
915,916,26-50,Male,Off campus,Staff,61k–80k,work,yes,2,Taxi,trip origin,<=20,116.0,270,no
916,917,26-50,Male,Off campus,Staff,61k–80k,work,yes,2,Taxi,trip origin,61-80,116.0,4120,no
917,918,26-50,Female,Off campus,Staff,61k–80k,work,yes,5,Public Transport,safety,61-80,18.6,140,no
918,919,26-50,Female,Off campus,Staff,41k–60k,work,no,1,Private,trip origin,21-40,173.0,330,yes
919,920,26-50,Male,Off campus,Staff,61k–80k,work,no,3,Walking,trip distance,<=20,0.0,0,no
920,921,51+,Female,Off campus,Staff,81k-100k,work,yes,2,Private,safety,21-40,116.0,330,no
921,922,26-50,Male,Off campus,Staff,41k–60k,both,yes,Daily,Private,travel time,61-80,173.0,770,yes
922,923,26-50,Female,Off campus,Staff,61k–80k,both,no,3,Public Transport,trip cost,61-80,18.6,140,no
923,924,26-50,Female,On campus,Staff,>100k,work,no,5,Private,car ownership,21-40,116.0,330,no
924,925,26-50,Male,Off campus,Students,≤20k,study,yes,Daily,Taxi,safety,21-40,116.0,1920,yes
925,926,<=20,Male,Off campus,Students,≤20k,study,no,3,Public Transport,safety,<=20,18.6,20,no
926,927,51+,Male,Off campus,Staff,61k–80k,both,yes,3,Public Transport,trip cost,21-40,18.6,60,no
927,928,<=20,Male,Off campus,Students,≤20k,study,yes,Daily,Public Transport,trip cost,80+,18.6,200,no
928,929,26-50,Male,Off campus,Staff,61k–80k,work,yes,Daily,Private,comfort,<=20,116.0,110,yes
929,930,51+,Male,Off campus,Staff,81k-100k,work,no,6,Public Transport,trip cost,80+,18.6,200,yes
930,931,51+,Male,Off campus,Staff,61k–80k,work,yes,1,Taxi,trip origin,61-80,116.0,4120,yes
931,932,26-50,Female,Off campus,Staff,81k-100k,work,yes,Daily,Public Transport,travel time,80+,18.6,200,no
932,933,26-50,Female,On campus,Staff,61k–80k,work,yes,Daily,Public Transport,travel time,<=20,18.6,20,no
933,934,51+,Male,Off campus,Staff,41k–60k,work,yes,3,Public Transport,safety,<=20,18.6,20,no
934,935,26-50,Male,Off campus,Staff,61k–80k,work,yes,3,Private,comfort,<=20,116.0,110,no
935,936,26-50,Male,On campus,Staff,81k-100k,both,yes,3,Public Transport,trip cost,41-60,18.6,100,no
936,937,51+,Male,Off campus,Staff,61k–80k,work,yes,Daily,Public Transport,trip cost,41-60,18.6,100,yes
937,938,26-50,Female,Off campus,Staff,41k–60k,work,yes,5,Public Transport,trip cost,<=20,18.6,20,no
938,939,26-50,Male,Off campus,Staff,41k–60k,work,no,1,Private,comfort,61-80,173.0,770,no
939,940,26-50,Male,On campus,Staff,41k–60k,work,yes,Daily,Public Transport,travel time,21-40,18.6,60,yes
940,941,26-50,Male,Off campus,Staff,41k–60k,work,no,1,Public Transport,safety,<=20,18.6,20,yes
941,942,26-50,Male,Off campus,Staff,61k–80k,work,yes,1,Taxi,travel time,21-40,116.0,1920,yes
942,943,26-50,Male,Off campus,Staff,41k–60k,work,yes,5,Private,travel time,<=20,173.0,110,no
943,944,26-50,Female,Off campus,Staff,81k-100k,work,yes,5,Public Transport,travel time,<=20,18.6,20,no
944,945,26-50,Male,Off campus,Staff,41k–60k,work,yes,Daily,Private,travel time,21-40,116.0,330,no
945,946,26-50,Male,On campus,Staff,41k–60k,both,yes,5,Walking,trip distance,41-60,0.0,0,no
946,947,26-50,Male,Off campus,Staff,61k–80k,work,no,4,Private,safety,61-80,116.0,770,no
947,948,51+,Female,Off campus,Staff,41k–60k,work,no,5,Public Transport,trip cost,21-40,18.6,60,no
948,949,26-50,Female,Off campus,Staff,81k-100k,work,yes,Daily,Private,comfort,41-60,116.0,550,no
949,950,51+,Male,Off campus,Staff,41k–60k,work,yes,3,Private,car ownership,21-40,173.0,330,no
950,951,26-50,Male,Off campus,Staff,61k–80k,work,no,Daily,Public Transport,safety,21-40,18.6,60,yes
951,952,26-50,Male,Off campus,Students,21k–40k,study,yes,5,Taxi,safety,41-60,116.0,3020,yes
